id,nome,idade,peso,velocidadeMaxima,raca
54,Galante_1717,7,582.94,42.47,Appaloosa
55,Relampago_9067,7,393.66,65.28,Crioulo
56,Titan_1354,13,570.85,50.96,Crioulo
57,Lendario_3135,2,413.48,53.05,Appaloosa
58,Dominante_2763,11,419.66,55.05,Puro Sangue
59,Ventania_1163,5,537.46,67.71,Puro Sangue
60,Atlas_1859,13,565.14,71.61,Appaloosa
61,Relampago_6427,11,352.99,44.68,Crioulo
62,Titan_7931,10,381.96,58.79,Crioulo
63,Atlas_5427,5,474.75,73.29,Puro Sangue
64,Trovão_3961,14,588.48,61.11,Crioulo
65,Titan_830,15,588.99,46.37,Quarto de Milha
66,Tempestade_2207,10,486.42,72.02,Mangalarga
67,Dominante_1186,6,489.09,61.47,Mangalarga
68,Lendario_7909,10,524.33,40.86,Quarto de Milha
69,Dominante_1432,13,523.62,73.12,Crioulo
70,Espartano_4029,13,463.49,59.62,Campolina
71,Espartano_6040,5,511.95,63.38,Mangalarga
72,Espartano_6870,2,464.94,70.23,Crioulo
73,Lendario_2897,4,533.64,57.18,Puro Sangue
74,Mustang_2319,3,450.63,69.58,Quarto de Milha
75,Raio_9403,9,409.09,64.05,Quarto de Milha
76,Veloz_7932,15,389.78,47.88,Paint Horse
77,Trovão_5746,15,558.38,69.75,Puro Sangue
78,Ventania_3587,2,437.21,57.47,Puro Sangue
79,Relampago_7854,4,566.58,40.6,Crioulo
80,Relampago_3742,6,396.54,44.45,Puro Sangue
81,Espartano_6337,7,510.68,72.59,Mangalarga
82,Ventania_9357,4,455.65,73.25,Paint Horse
83,Galante_6531,3,379.15,42.9,Quarto de Milha
84,Raio_668,2,466.46,51.83,Paint Horse
85,Relampago_6170,5,366.87,42.11,Appaloosa
86,Estrela_569,9,391.48,62.45,Campolina
87,Atlas_3739,15,460.21,51.61,Paint Horse
88,Trovão_5157,6,400.97,63.31,Quarto de Milha
89,Relampago_4075,4,389.17,64.6,Quarto de Milha
90,Valente_7743,15,400.6,61.13,Quarto de Milha
91,Cometa_6533,14,502.54,46.41,Paint Horse
92,Tempestade_6236,5,356.29,69.73,Quarto de Milha
93,Valente_1626,15,428.4,72.75,Crioulo
94,Lendario_6388,4,390.24,69.11,Paint Horse
95,Raio_502,14,371.27,74.18,Appaloosa
96,Ventania_5220,10,454.92,42.23,Campolina
97,Raio_8324,3,428.9,60.78,Appaloosa
98,Mustang_6798,7,428.49,41.83,Quarto de Milha
99,Veloz_1535,11,521.52,44.7,Campolina
100,Atlas_3943,13,409.76,68.15,Quarto de Milha
101,Espartano_3964,5,452.34,48.36,Campolina
102,Valente_2375,7,450.41,64.09,Crioulo
103,Mustang_8572,8,574.6,50.07,Mangalarga
104,Ventania_2293,6,509.93,64.99,Crioulo
105,Sombra_6959,4,389.73,46.33,Mangalarga
106,Raio_4058,4,483.45,40.26,Campolina
107,Furacão_844,5,590.8,74.93,Appaloosa
108,Valente_8422,9,354.67,49.89,Paint Horse
109,Cometa_5549,5,573.46,73.06,Puro Sangue
110,Apollo_8767,15,541.25,46.95,Paint Horse
111,Estrela_4292,6,535.44,43.92,Paint Horse
112,Veloz_1845,12,495.25,71.01,Appaloosa
113,Apollo_8236,12,488.91,43.71,Crioulo
114,Atlas_2910,14,363.45,44.81,Mangalarga
115,Atlas_9532,10,350.59,49.17,Puro Sangue
116,Apollo_3302,7,444.41,72.97,Paint Horse
117,Pegasus_1053,3,359.83,47.11,Appaloosa
118,Lendario_2472,15,488.28,71.73,Mangalarga
119,Furacão_6211,2,516.03,63.35,Paint Horse
120,Apollo_79,3,426.9,73.08,Mangalarga
121,Estrela_644,3,582.63,52.85,Crioulo
122,Trovão_6,14,366.9,68.21,Campolina
123,Galante_1591,14,489.0,65.35,Puro Sangue
124,Raio_5823,13,586.25,72.46,Paint Horse
125,Titan_275,15,464.89,46.65,Appaloosa
126,Tempestade_1687,7,450.78,67.17,Mangalarga
127,Estrela_1019,5,506.5,61.01,Quarto de Milha
128,Veloz_5900,15,521.2,41.96,Crioulo
129,Valente_1636,2,548.87,72.42,Mangalarga
130,Mustang_9529,7,542.97,65.95,Appaloosa
131,Raio_2728,2,513.83,48.24,Appaloosa
132,Pegasus_9655,6,404.48,66.3,Mangalarga
133,Valente_6083,7,365.23,48.23,Paint Horse
134,Espartano_8556,13,416.62,72.04,Campolina
135,Titan_4914,15,532.16,63.68,Campolina
136,Relampago_6190,3,404.76,41.21,Campolina
137,Espartano_4003,10,382.97,63.54,Crioulo
138,Mustang_8775,2,540.66,56.02,Puro Sangue
139,Galante_7781,11,395.1,43.88,Appaloosa
140,Trovão_1047,13,540.55,48.59,Crioulo
141,Galante_1142,8,501.36,66.3,Paint Horse
142,Tempestade_8006,11,466.38,51.81,Paint Horse
143,Furacão_8667,14,367.59,53.8,Crioulo
144,Relampago_3952,2,539.62,41.14,Puro Sangue
145,Tempestade_5463,10,428.03,48.98,Mangalarga
146,Furacão_5027,7,547.54,48.32,Puro Sangue
147,Dominante_5367,10,360.15,69.76,Appaloosa
148,Espartano_2142,5,533.26,74.4,Puro Sangue
149,Sombra_6474,2,520.28,64.94,Crioulo
150,Valente_7420,11,388.46,74.8,Campolina
151,Valente_6761,13,518.89,41.68,Mangalarga
152,Estrela_1411,5,589.69,64.99,Appaloosa
153,Dominante_8039,2,474.33,72.54,Paint Horse
154,Apollo_4828,11,571.66,41.18,Paint Horse
155,Espartano_1582,12,380.09,44.29,Paint Horse
156,Pegasus_3463,12,585.41,56.87,Appaloosa
157,Veloz_2991,2,483.02,55.67,Crioulo
158,Cometa_3598,9,421.58,64.46,Puro Sangue
159,Tempestade_1855,3,434.25,52.15,Appaloosa
160,Lendario_7479,14,596.11,55.71,Crioulo
161,Veloz_9609,11,403.07,56.91,Mangalarga
162,Relampago_878,5,575.75,45.33,Paint Horse
163,Furacão_6684,15,416.06,70.67,Appaloosa
164,Titan_130,15,589.55,67.26,Puro Sangue
165,Ventania_9536,14,409.01,45.77,Appaloosa
166,Titan_8452,5,419.38,51.44,Crioulo
167,Veloz_8928,3,516.88,60.96,Quarto de Milha
168,Furacão_7212,14,487.61,44.64,Crioulo
169,Raio_8745,6,453.72,67.08,Appaloosa
170,Mustang_5438,9,460.73,60.21,Puro Sangue
171,Atlas_9000,12,427.13,69.32,Quarto de Milha
172,Valente_4041,4,382.89,48.88,Quarto de Milha
173,Ventania_2164,5,471.32,69.66,Paint Horse
174,Valente_7766,13,438.45,58.06,Crioulo
175,Atlas_8241,4,558.74,63.4,Appaloosa
176,Mustang_5798,3,519.85,47.78,Puro Sangue
177,Estrela_5238,11,515.15,56.8,Paint Horse
178,Mustang_9273,4,579.1,55.66,Crioulo
179,Trovão_8706,8,468.16,53.99,Puro Sangue
180,Raio_733,11,554.22,46.7,Appaloosa
181,Cometa_250,6,571.0,41.37,Campolina
182,Furacão_5313,13,572.66,54.63,Campolina
183,Apollo_2314,2,559.03,59.51,Appaloosa
184,Atlas_6221,8,366.56,53.33,Crioulo
185,Lendario_3866,2,432.43,57.51,Quarto de Milha
186,Raio_9610,5,570.89,63.23,Crioulo
187,Dominante_7500,11,374.11,62.9,Paint Horse
188,Atlas_6016,9,508.56,66.09,Crioulo
189,Veloz_2322,10,589.26,43.91,Campolina
190,Valente_3730,15,538.78,54.91,Appaloosa
191,Atlas_2431,4,427.59,66.54,Crioulo
192,Espartano_4948,13,570.39,71.3,Quarto de Milha
193,Relampago_4171,5,516.9,49.41,Paint Horse
194,Galante_5973,4,500.35,59.27,Paint Horse
195,Lendario_8170,3,587.2,48.48,Paint Horse
196,Espartano_4491,2,539.69,47.37,Crioulo
197,Atlas_1462,10,470.32,59.34,Campolina
198,Mustang_8539,13,423.63,65.01,Crioulo
199,Ventania_915,13,585.21,42.6,Crioulo
200,Valente_3026,3,580.05,64.22,Appaloosa
201,Cometa_3779,11,560.01,54.91,Paint Horse
202,Tempestade_3216,4,422.49,58.46,Quarto de Milha
203,Atlas_5402,10,360.79,60.18,Quarto de Milha
204,Raio_5746,15,416.0,55.2,Quarto de Milha
205,Atlas_6501,10,404.79,58.64,Crioulo
206,Estrela_5241,6,561.52,43.3,Campolina
207,Lendario_7273,10,408.93,67.69,Paint Horse
208,Raio_3557,6,355.93,63.69,Mangalarga
209,Pegasus_4760,11,449.5,45.39,Quarto de Milha
210,Furacão_2513,13,570.76,49.99,Appaloosa
211,Pegasus_683,13,428.3,54.59,Appaloosa
212,Veloz_5714,12,569.14,70.72,Mangalarga
213,Trovão_5086,9,359.36,60.03,Paint Horse
214,Veloz_7688,13,465.39,70.56,Paint Horse
215,Tempestade_1491,14,389.31,71.87,Appaloosa
216,Dominante_9973,2,477.66,40.18,Paint Horse
217,Furacão_4903,10,450.53,67.35,Quarto de Milha
218,Raio_6926,10,442.56,72.69,Crioulo
219,Galante_9383,15,528.76,71.36,Appaloosa
220,Titan_8895,7,393.33,57.89,Quarto de Milha
221,Relampago_9107,14,504.17,72.37,Appaloosa
222,Atlas_6018,10,509.87,69.25,Campolina
223,Titan_14,14,424.47,67.67,Crioulo
224,Estrela_3942,5,402.71,68.57,Quarto de Milha
225,Dominante_5519,6,453.27,49.25,Campolina
226,Lendario_7635,2,491.37,55.79,Campolina
227,Pegasus_5490,7,507.77,47.58,Campolina
228,Estrela_8998,8,493.53,41.75,Campolina
229,Pegasus_1791,2,386.62,73.72,Puro Sangue
230,Dominante_4809,4,433.29,69.39,Puro Sangue
231,Pegasus_341,8,412.86,57.45,Puro Sangue
232,Valente_5914,2,484.57,47.88,Puro Sangue
233,Cometa_4327,3,491.34,57.62,Mangalarga
234,Pegasus_260,6,440.62,70.62,Crioulo
235,Cometa_8954,3,536.69,41.4,Crioulo
236,Titan_3725,7,589.6,61.66,Quarto de Milha
237,Espartano_3483,11,515.86,44.19,Puro Sangue
238,Sombra_5194,3,421.51,64.07,Campolina
239,Espartano_3929,4,449.45,68.48,Crioulo
240,Dominante_8275,10,598.76,40.46,Appaloosa
241,Trovão_6781,5,583.47,43.24,Paint Horse
242,Cometa_9513,7,421.16,57.95,Appaloosa
243,Lendario_9621,14,474.17,49.71,Crioulo
244,Galante_3029,8,429.55,67.27,Mangalarga
245,Atlas_2177,10,573.43,62.69,Puro Sangue
246,Raio_4244,9,506.8,63.89,Puro Sangue
247,Estrela_4744,8,371.82,56.31,Mangalarga
248,Cometa_6672,15,476.42,63.48,Campolina
249,Galante_1163,2,398.17,68.14,Appaloosa
250,Galante_764,5,442.91,66.43,Campolina
251,Galante_8615,14,400.89,70.75,Mangalarga
252,Raio_2071,10,476.62,69.24,Quarto de Milha
253,Mustang_4273,3,597.22,69.02,Mangalarga
254,Sombra_1298,15,473.36,74.18,Quarto de Milha
255,Apollo_8793,13,583.2,58.68,Paint Horse
256,Trovão_5244,9,599.37,73.92,Mangalarga
257,Titan_6731,9,446.45,44.22,Mangalarga
258,Valente_9619,14,436.19,73.41,Appaloosa
259,Veloz_9238,3,447.38,67.77,Appaloosa
260,Valente_3664,8,376.35,49.18,Paint Horse
261,Ventania_9861,5,385.72,54.14,Puro Sangue
262,Galante_7961,4,484.96,66.13,Mangalarga
263,Apollo_7825,13,528.06,43.27,Paint Horse
264,Cometa_9950,5,361.51,44.81,Crioulo
265,Mustang_5591,4,526.69,51.95,Paint Horse
266,Mustang_1293,9,511.9,44.29,Crioulo
267,Atlas_6497,8,470.3,55.98,Crioulo
268,Apollo_5204,14,484.37,57.72,Puro Sangue
269,Lendario_5173,11,491.54,71.49,Mangalarga
270,Trovão_6258,8,532.8,64.48,Crioulo
271,Dominante_8248,4,589.23,47.64,Mangalarga
272,Pegasus_4154,12,444.89,63.51,Campolina
273,Cometa_8603,13,370.87,73.21,Quarto de Milha
274,Valente_6350,2,477.43,65.94,Paint Horse
275,Sombra_521,15,356.29,64.87,Crioulo
276,Trovão_5492,11,526.14,70.82,Puro Sangue
277,Atlas_6577,12,420.42,52.25,Paint Horse
278,Dominante_1528,14,570.73,49.77,Quarto de Milha
279,Dominante_8438,5,560.03,48.88,Mangalarga
280,Raio_8226,9,594.07,66.11,Paint Horse
281,Veloz_3794,8,469.95,64.29,Campolina
282,Lendario_5140,9,565.21,44.79,Paint Horse
283,Tempestade_2835,11,507.08,57.01,Mangalarga
284,Apollo_1762,8,354.35,42.1,Paint Horse
285,Apollo_5967,4,451.7,52.84,Appaloosa
286,Tempestade_2529,10,428.32,49.38,Puro Sangue
287,Relampago_2081,12,488.55,44.02,Quarto de Milha
288,Atlas_9462,2,473.97,66.46,Crioulo
289,Atlas_3612,2,385.45,60.64,Paint Horse
290,Dominante_4975,3,442.46,58.0,Quarto de Milha
291,Cometa_6868,3,465.16,65.13,Quarto de Milha
292,Trovão_3134,11,450.86,45.05,Paint Horse
293,Galante_5441,3,506.78,50.92,Quarto de Milha
294,Titan_1557,5,522.87,41.63,Campolina
295,Dominante_938,7,427.98,61.52,Appaloosa
296,Cometa_1480,14,409.09,41.9,Campolina
297,Relampago_5663,12,478.73,43.24,Crioulo
298,Atlas_8781,10,397.45,43.82,Mangalarga
299,Sombra_8181,10,393.5,60.9,Paint Horse
300,Furacão_743,8,492.98,63.46,Crioulo
301,Mustang_4796,4,506.43,66.13,Mangalarga
302,Mustang_1119,6,546.8,56.11,Mangalarga
303,Trovão_8197,3,500.53,44.83,Paint Horse
304,Mustang_3592,7,405.3,49.43,Crioulo
305,Tempestade_8897,10,583.06,60.61,Quarto de Milha
306,Furacão_9144,11,373.87,47.77,Paint Horse
307,Furacão_3245,11,399.22,64.05,Crioulo
308,Raio_6442,13,426.13,44.5,Quarto de Milha
309,Apollo_5828,3,531.81,42.44,Paint Horse
310,Pegasus_3532,13,383.74,58.4,Campolina
311,Estrela_3131,8,515.19,71.03,Quarto de Milha
312,Titan_8882,4,350.82,73.75,Puro Sangue
313,Mustang_7966,6,577.72,54.73,Paint Horse
314,Furacão_4350,7,410.49,72.06,Mangalarga
315,Galante_5892,9,474.13,73.46,Campolina
316,Trovão_689,4,498.23,61.92,Puro Sangue
317,Cometa_797,9,520.06,59.27,Puro Sangue
318,Dominante_5064,10,484.4,42.47,Quarto de Milha
319,Cometa_9669,6,430.31,66.01,Quarto de Milha
320,Sombra_1016,15,571.32,65.3,Mangalarga
321,Atlas_7842,6,372.7,48.52,Puro Sangue
322,Veloz_199,4,369.66,70.32,Campolina
323,Veloz_667,4,546.28,58.32,Mangalarga
324,Tempestade_2426,10,361.53,59.14,Mangalarga
325,Furacão_1738,8,392.82,51.87,Paint Horse
326,Tempestade_909,5,540.09,58.55,Mangalarga
327,Dominante_8025,2,486.9,49.68,Mangalarga
328,Mustang_1813,11,471.26,62.26,Puro Sangue
329,Furacão_7255,14,500.11,70.4,Puro Sangue
330,Lendario_6432,8,506.27,55.85,Campolina
331,Titan_7234,6,422.73,45.51,Campolina
332,Apollo_8973,4,371.29,55.73,Paint Horse
333,Raio_5809,5,566.38,57.39,Mangalarga
334,Ventania_2080,3,507.03,51.33,Quarto de Milha
335,Valente_5603,9,395.1,64.66,Puro Sangue
336,Relampago_2459,7,584.82,63.43,Quarto de Milha
337,Mustang_3815,15,525.72,45.71,Puro Sangue
338,Valente_3701,11,535.63,49.94,Mangalarga
339,Estrela_7225,9,553.01,44.2,Crioulo
340,Pegasus_4968,2,446.57,43.56,Appaloosa
341,Veloz_7735,2,416.89,66.88,Puro Sangue
342,Veloz_9049,7,560.54,67.54,Campolina
343,Cometa_6926,6,559.38,42.14,Campolina
344,Dominante_1299,5,551.49,60.65,Paint Horse
345,Apollo_2406,7,355.74,49.56,Crioulo
346,Pegasus_6336,14,395.43,51.79,Paint Horse
347,Titan_5085,6,396.54,65.76,Quarto de Milha
348,Veloz_5432,3,494.97,67.35,Crioulo
349,Pegasus_7864,3,417.33,49.92,Mangalarga
350,Cometa_2742,3,506.98,61.6,Puro Sangue
351,Pegasus_6089,10,592.61,63.03,Quarto de Milha
352,Galante_5131,2,571.4,44.93,Quarto de Milha
353,Raio_9598,8,556.0,63.66,Mangalarga
354,Pegasus_4612,8,503.86,57.49,Appaloosa
355,Espartano_284,12,353.82,68.49,Mangalarga
356,Trovão_3213,12,363.17,65.28,Quarto de Milha
357,Raio_5020,9,578.83,48.6,Appaloosa
358,Cometa_2171,15,484.98,53.77,Puro Sangue
359,Pegasus_3411,9,525.25,51.43,Puro Sangue
360,Espartano_2903,14,594.0,45.6,Paint Horse
361,Espartano_7854,5,487.83,61.69,Crioulo
362,Espartano_5488,4,515.17,44.17,Appaloosa
363,Estrela_9106,15,390.45,61.01,Mangalarga
364,Furacão_7232,11,494.84,72.04,Quarto de Milha
365,Galante_4229,12,388.65,41.84,Appaloosa
366,Titan_5140,2,581.15,67.02,Crioulo
367,Cometa_5750,3,509.05,57.51,Appaloosa
368,Dominante_5391,11,548.07,44.7,Crioulo
369,Ventania_1437,3,508.64,43.27,Crioulo
370,Relampago_2756,9,421.33,50.31,Puro Sangue
371,Valente_3614,9,467.06,62.02,Campolina
372,Valente_534,2,354.71,50.52,Campolina
373,Cometa_3323,2,497.22,69.15,Quarto de Milha
374,Veloz_1325,7,447.98,73.4,Crioulo
375,Furacão_2345,14,558.22,61.26,Puro Sangue
376,Lendario_3393,5,497.81,71.16,Puro Sangue
377,Veloz_7420,13,428.3,58.56,Appaloosa
378,Raio_994,3,557.56,73.31,Appaloosa
379,Raio_4247,13,415.03,49.62,Paint Horse
380,Furacão_3767,13,529.41,49.61,Quarto de Milha
381,Valente_2725,13,547.19,42.88,Campolina
382,Relampago_1194,8,471.16,58.14,Paint Horse
383,Estrela_1945,13,514.7,58.0,Appaloosa
384,Galante_7097,3,519.84,45.28,Puro Sangue
385,Dominante_3860,11,423.89,72.5,Quarto de Milha
386,Tempestade_5480,14,410.25,59.28,Campolina
387,Pegasus_6084,3,586.49,61.58,Campolina
388,Galante_2058,7,364.63,64.34,Puro Sangue
389,Cometa_130,12,354.79,65.83,Crioulo
390,Lendario_8162,14,503.2,59.44,Crioulo
391,Cometa_8670,2,450.71,51.67,Campolina
392,Sombra_7674,9,484.45,71.45,Paint Horse
393,Cometa_5188,5,567.42,49.75,Paint Horse
394,Sombra_5505,5,586.02,49.21,Campolina
395,Lendario_7172,2,441.12,42.3,Puro Sangue
396,Raio_2246,8,468.76,51.64,Quarto de Milha
397,Furacão_3158,9,459.65,65.55,Mangalarga
398,Sombra_3887,14,531.6,62.91,Quarto de Milha
399,Ventania_4191,14,450.65,64.7,Mangalarga
400,Tempestade_842,13,548.39,50.83,Campolina
401,Cometa_9752,8,417.38,58.12,Campolina
402,Pegasus_1905,10,536.75,66.21,Appaloosa
403,Relampago_940,14,422.19,73.03,Paint Horse
404,Galante_3466,4,569.81,73.3,Puro Sangue
405,Atlas_3001,9,381.35,60.58,Quarto de Milha
406,Pegasus_9731,6,515.47,57.27,Mangalarga
407,Relampago_9274,3,404.71,55.78,Quarto de Milha
408,Veloz_680,9,385.41,47.23,Paint Horse
409,Valente_8798,2,370.76,66.86,Crioulo
410,Pegasus_6835,5,429.12,64.03,Quarto de Milha
411,Lendario_6430,14,455.17,56.39,Mangalarga
412,Sombra_2236,14,382.44,58.32,Mangalarga
413,Trovão_3504,2,439.2,47.09,Puro Sangue
414,Mustang_3667,12,489.25,48.45,Puro Sangue
415,Dominante_3902,6,585.73,53.57,Quarto de Milha
416,Raio_4753,3,433.38,73.1,Campolina
417,Galante_9445,3,593.58,60.89,Puro Sangue
418,Trovão_9626,5,378.42,52.93,Mangalarga
419,Relampago_9134,2,382.05,57.67,Crioulo
420,Apollo_3317,9,545.33,43.46,Mangalarga
421,Veloz_1799,9,576.86,60.67,Mangalarga
422,Dominante_4193,12,489.05,48.13,Appaloosa
423,Furacão_3993,12,398.9,59.64,Paint Horse
424,Apollo_7205,7,463.22,71.77,Crioulo
425,Raio_9716,4,553.86,64.46,Campolina
426,Lendario_1578,10,437.87,65.58,Appaloosa
427,Estrela_3344,8,371.68,67.27,Paint Horse
428,Titan_6612,15,540.13,74.28,Mangalarga
429,Titan_9067,12,541.47,45.34,Crioulo
430,Apollo_8497,2,456.6,47.15,Puro Sangue
431,Furacão_9679,14,476.82,45.22,Quarto de Milha
432,Veloz_336,11,516.71,43.48,Mangalarga
433,Trovão_7776,9,450.95,68.2,Crioulo
434,Veloz_1461,7,394.24,66.01,Paint Horse
435,Lendario_2802,7,569.63,49.77,Crioulo
436,Lendario_8458,4,511.04,59.47,Mangalarga
437,Tempestade_9892,6,483.54,53.84,Appaloosa
438,Valente_8587,14,412.38,40.61,Campolina
439,Trovão_7072,3,566.98,74.9,Campolina
440,Apollo_2514,10,581.08,58.85,Puro Sangue
441,Atlas_823,6,591.54,62.99,Appaloosa
442,Dominante_4203,2,545.59,54.32,Paint Horse
443,Atlas_8013,13,411.82,74.4,Crioulo
444,Dominante_5092,2,468.6,62.33,Campolina
445,Valente_1055,14,427.86,48.73,Mangalarga
446,Mustang_201,13,457.07,61.22,Appaloosa
447,Galante_4456,6,524.28,66.81,Crioulo
448,Raio_7291,14,586.64,53.37,Paint Horse
449,Galante_1437,14,585.88,41.6,Quarto de Milha
450,Raio_1349,2,368.55,46.04,Campolina
451,Mustang_7982,15,453.93,51.52,Puro Sangue
452,Lendario_8420,11,365.39,43.55,Puro Sangue
453,Ventania_2920,5,537.2,68.65,Quarto de Milha
454,Pegasus_1442,15,524.89,69.66,Appaloosa
455,Ventania_401,7,573.17,57.5,Crioulo
456,Apollo_5758,13,360.36,60.25,Quarto de Milha
457,Dominante_852,10,454.47,56.92,Quarto de Milha
458,Atlas_6106,2,591.74,60.78,Mangalarga
459,Raio_606,14,377.68,50.0,Quarto de Milha
460,Galante_8171,3,577.03,72.63,Crioulo
461,Estrela_839,2,433.18,54.68,Mangalarga
462,Galante_4155,13,365.55,62.89,Quarto de Milha
463,Dominante_8449,7,453.32,61.17,Mangalarga
464,Furacão_7349,2,598.73,70.45,Campolina
465,Relampago_7399,10,532.92,61.62,Quarto de Milha
466,Ventania_3810,11,563.01,42.37,Campolina
467,Tempestade_4094,11,459.06,66.98,Crioulo
468,Apollo_6789,8,432.76,71.69,Crioulo
469,Cometa_5395,6,516.86,61.67,Puro Sangue
470,Lendario_9956,11,464.66,41.65,Appaloosa
471,Pegasus_677,12,551.24,69.94,Paint Horse
472,Valente_8772,11,464.44,72.61,Quarto de Milha
473,Galante_857,9,481.04,54.8,Campolina
474,Estrela_6936,2,567.05,46.38,Puro Sangue
475,Trovão_5689,12,477.57,43.32,Paint Horse
476,Mustang_300,14,529.98,56.82,Mangalarga
477,Atlas_2230,13,423.22,51.72,Paint Horse
478,Valente_97,14,381.88,61.7,Paint Horse
479,Estrela_9578,12,377.06,46.34,Campolina
480,Pegasus_2305,12,491.85,60.58,Crioulo
481,Pegasus_238,14,374.16,46.04,Crioulo
482,Espartano_3860,14,563.05,67.96,Campolina
483,Tempestade_9449,13,574.65,44.2,Puro Sangue
484,Furacão_4396,15,539.06,52.57,Puro Sangue
485,Espartano_1126,6,547.51,67.34,Crioulo
486,Furacão_7540,15,362.7,44.37,Mangalarga
487,Titan_6659,12,475.5,62.77,Puro Sangue
488,Relampago_266,10,352.23,60.52,Quarto de Milha
489,Trovão_1121,12,478.34,49.79,Campolina
490,Relampago_4713,3,550.73,46.95,Crioulo
491,Galante_1829,3,516.75,40.26,Campolina
492,Raio_974,5,535.15,63.19,Mangalarga
493,Titan_9614,8,523.7,64.01,Mangalarga
494,Mustang_972,3,564.51,40.4,Mangalarga
495,Relampago_8284,6,429.62,74.04,Appaloosa
496,Espartano_9299,5,489.19,67.06,Mangalarga
497,Furacão_7313,13,388.37,55.65,Campolina
498,Espartano_6726,15,406.48,61.25,Quarto de Milha
499,Galante_5910,6,423.47,59.09,Campolina
500,Lendario_5919,4,404.15,63.67,Campolina
501,Apollo_111,8,595.8,58.06,Puro Sangue
502,Mustang_335,4,447.83,60.08,Paint Horse
503,Galante_3476,5,516.2,67.46,Appaloosa
504,Cometa_7416,9,362.76,58.45,Quarto de Milha
505,Raio_6339,15,389.51,68.94,Crioulo
506,Atlas_8397,8,407.45,74.39,Quarto de Milha
507,Espartano_2660,3,556.01,62.79,Mangalarga
508,Estrela_3179,6,354.19,52.2,Campolina
509,Veloz_2476,12,549.24,44.48,Crioulo
510,Galante_624,15,563.58,74.03,Crioulo
511,Dominante_1795,14,363.9,50.81,Paint Horse
512,Relampago_7655,3,462.83,46.49,Puro Sangue
513,Veloz_9749,5,420.69,57.6,Quarto de Milha
514,Furacão_8509,12,480.94,43.41,Puro Sangue
515,Furacão_6669,4,596.42,45.36,Campolina
516,Galante_6538,10,396.66,42.29,Campolina
517,Espartano_1846,11,463.61,47.0,Crioulo
518,Mustang_9491,7,557.31,62.8,Quarto de Milha
519,Veloz_543,2,361.37,57.95,Paint Horse
520,Tempestade_8553,15,514.42,44.24,Campolina
521,Veloz_3316,9,435.23,44.21,Crioulo
